ngram,freq,COMP,NEG,NEUT,None,POS,max.value,max.prop
년,1,0,1,0,0,0,NEG,1
년,1,0,1,0,0,0,NEG,1
년,1,0,0,0,0,1,POS,1
년,1,0,0,0,0,1,POS,1
년,1,0,1,0,0,0,NEG,1
년,1,0,1,0,0,0,NEG,1
년대,1,0,0,0,0,1,POS,1
년대,1,0,0,0,0,1,POS,1
년대,1,0,0,0,0,1,POS,1
노골,1,0,1,0,0,0,NEG,1
노골,1,0,1,0,0,0,NEG,1
노동,1,0,1,0,0,0,NEG,1
노동,1,0,1,0,0,0,NEG,1
노동,1,0,1,0,0,0,NEG,1
노동자,2,0,0.5,0,0,0.5,NEG,0.5
노동자,1,0,0,0,0,1,POS,1
노동자,1,0,0,0,0,1,POS,1
노동자,1,0,1,0,0,0,NEG,1
노동자,1,0,1,0,0,0,NEG,1
노래,4,0,0.25,0.25,0,0.5,POS,0.5
노래,1,0,0,1,0,0,NEUT,1
노래,1,0,0,1,0,0,NEUT,1
노래,1,0,0,0,0,1,POS,1
노래,1,0,0,0,0,1,POS,1
노래,1,0,1,0,0,0,NEG,1
노려보,1,0,1,0,0,0,NEG,1
노려보,1,0,1,0,0,0,NEG,1
노려보,1,0,1,0,0,0,NEG,1
노력,5,0,0,0,0,1,POS,1
노력,2,0,0,0,0,1,POS,1
노력,2,0,0,0,0,1,POS,1
노력,1,0,0,0,0,1,POS,1
노력,1,0,0,0,0,1,POS,1
노면,1,0,1,0,0,0,NEG,1
노면,1,0,1,0,0,0,NEG,1
노면,1,0,1,0,0,0,NEG,1
노안,1,0,0,0,0,1,POS,1
노예,1,0,1,0,0,0,NEG,1
노예,1,0,1,0,0,0,NEG,1
노예,1,0,1,0,0,0,NEG,1
노을,1,0,0,0,0,1,POS,1
녹,1,0,0,0,0,1,POS,1
녹,1,0,0,0,0,1,POS,1
녹,1,0,0,0,0,1,POS,1
녹슬,1,0,1,0,0,0,NEG,1
녹아내리,1,0,0,0,0,1,POS,1
녹음,1,0,0,0,0,1,POS,1
녹음,1,0,0,0,0,1,POS,1
논란,5,0,0.8,0,0.2,0,NEG,0.8
논란,1,0,1,0,0,0,NEG,1
논란,1,0,1,0,0,0,NEG,1
논란,1,0,1,0,0,0,NEG,1
논란,1,0,1,0,0,0,NEG,1
논란,1,0,1,0,0,0,NEG,1
논리,1,0,1,0,0,0,NEG,1
논리,1,0,1,0,0,0,NEG,1
논리,1,0,1,0,0,0,NEG,1
논의,1,0,0,0,0,1,POS,1
논의,1,0,0,0,0,1,POS,1
논쟁점,1,0,0,0,0,1,POS,1
논쟁점,1,0,0,0,0,1,POS,1
논쟁점,1,0,0,0,0,1,POS,1
논점,1,1,0,0,0,0,COMP,1
논점,1,1,0,0,0,0,COMP,1
논점,1,1,0,0,0,0,COMP,1
논하,1,0,0,1,0,0,NEUT,1
놀라,1,0,0,1,0,0,NEUT,1
놀랍,3,0,0.333333333,0,0.333333333,0.333333333,NEG,0.333333333
놀랍,1,0,0,0,1,0,None,1
놀랍,1,0,0,0,1,0,None,1
놀랍,2,0,0.5,0,0,0.5,NEG,0.5
놀랍,1,0,1,0,0,0,NEG,1
놀랍,1,0,0,0,0,1,POS,1
놈,1,0,1,0,0,0,NEG,1
놈,1,0,1,0,0,0,NEG,1
놈,1,0,1,0,0,0,NEG,1
농법,1,0,0,0,0,1,POS,1
농법,1,0,0,0,0,1,POS,1
농법,1,0,0,0,0,1,POS,1
농사,1,0,0,0,0,1,POS,1
농사,1,0,0,0,0,1,POS,1
농사,1,0,0,0,0,1,POS,1
농업,1,0,1,0,0,0,NEG,1
농업,1,0,1,0,0,0,NEG,1
농업,1,0,1,0,0,0,NEG,1
농촌,1,0,1,0,0,0,NEG,1
높,25,0.04,0.4,0.08,0,0.48,POS,0.48
높,1,0,1,0,0,0,NEG,1
높,1,0,1,0,0,0,NEG,1
높,1,0,0,0,0,1,POS,1
높,1,0,0,0,0,1,POS,1
높,9,0.111111111,0.444444444,0,0,0.444444444,NEG,0.444444444
높,1,0,1,0,0,0,NEG,1
높,1,0,1,0,0,0,NEG,1
높,1,1,0,0,0,0,COMP,1
높,2,0,0.5,0,0,0.5,NEG,0.5
높,1,0,1,0,0,0,NEG,1
높,1,0,0,0,0,1,POS,1
높,1,0,0,0,0,1,POS,1
높,1,0,1,0,0,0,NEG,1
높,1,0,1,0,0,0,NEG,1
높,1,0,0,0,0,1,POS,1
높이,2,0,0,0,0,1,POS,1
높이,1,0,0,0,0,1,POS,1
높이,1,0,0,0,0,1,POS,1
높이,1,0,0,0,0,1,POS,1
높이,7,0,0,0,0,1,POS,1
높이,1,0,0,0,0,1,POS,1
높이,1,0,0,0,0,1,POS,1
놓,2,0,0.5,0,0,0.5,NEG,0.5
놓,1,0,1,0,0,0,NEG,1
놓,1,0,1,0,0,0,NEG,1
놓,6,0,0.333333333,0.166666667,0,0.5,POS,0.5
놓,2,0,0.5,0,0,0.5,NEG,0.5
놓,1,0,0,0,0,1,POS,1
놓,1,0,1,0,0,0,NEG,1
놓,1,0,0,1,0,0,NEUT,1
놓,1,0,0,1,0,0,NEUT,1
놓,1,0,1,0,0,0,NEG,1
놓,1,0,1,0,0,0,NEG,1
놓,2,0,0,0,0,1,POS,1
놓,2,0,0,0,0,1,POS,1
놓치,1,0,1,0,0,0,NEG,1
뇌,2,0,0,1,0,0,NEUT,1
뇌,1,0,0,1,0,0,NEUT,1
뇌,1,0,0,1,0,0,NEUT,1
뇌,1,0,0,1,0,0,NEUT,1
뇌,1,0,0,1,0,0,NEUT,1
누구,1,0,1,0,0,0,NEG,1
누구,1,0,1,0,0,0,NEG,1
누구,1,0,1,0,0,0,NEG,1
누리,1,0,0,0,0,1,POS,1
누설,1,0,1,0,0,0,NEG,1
누설,1,0,1,0,0,0,NEG,1
누아르,1,0,0,0,0,1,POS,1
누아르,1,0,0,0,0,1,POS,1
누아르,1,0,0,0,0,1,POS,1
눈,14,0.071428571,0.357142857,0.071428571,0,0.5,POS,0.5
눈,8,0,0.125,0.125,0,0.75,POS,0.75
눈,1,0,0,0,0,1,POS,1
눈,5,0,0.2,0.2,0,0.6,POS,0.6
눈,1,0,0,0,0,1,POS,1
눈,1,0,0,0,0,1,POS,1
눈,1,0,0,0,0,1,POS,1
눈,1,0,0,0,0,1,POS,1
눈,1,1,0,0,0,0,COMP,1
눈,1,1,0,0,0,0,COMP,1
눈,1,0,1,0,0,0,NEG,1
눈,1,0,1,0,0,0,NEG,1
눈,2,0,1,0,0,0,NEG,1
눈,1,0,1,0,0,0,NEG,1
눈,1,0,1,0,0,0,NEG,1
눈길,5,0,0,0,0,1,POS,1
눈길,1,0,0,0,0,1,POS,1
눈길,4,0,0,0,0,1,POS,1
눈길,3,0,0,0,0,1,POS,1
눈길,1,0,0,0,0,1,POS,1
눈물,3,0,1,0,0,0,NEG,1
눈물,2,0,1,0,0,0,NEG,1
눈물,1,0,1,0,0,0,NEG,1
눈물,1,0,1,0,0,0,NEG,1
눈부시,1,0,0,0,0,1,POS,1
눈부시,1,0,0,0,0,1,POS,1
눈부시,1,0,0,0,0,1,POS,1
눈여겨보,1,0,0,0,0,1,POS,1
눈치,2,0,1,0,0,0,NEG,1
눈치,1,0,1,0,0,0,NEG,1
눈치,1,0,1,0,0,0,NEG,1
눈치,1,0,1,0,0,0,NEG,1
뉴스,1,0,0,0,0,1,POS,1
뉴스,1,0,0,0,0,1,POS,1
뉴스,1,0,0,0,0,1,POS,1
느끼,12,0,0.25,0.083333333,0,0.666666667,POS,0.666666667
느끼,1,0,0,0,0,1,POS,1
느끼,1,0,0,0,0,1,POS,1
느끼,1,0,0,0,0,1,POS,1
느끼,1,0,0,0,0,1,POS,1
느끼,5,0,0.4,0,0,0.6,POS,0.6
느끼,5,0,0.4,0,0,0.6,POS,0.6
느끼,1,0,1,0,0,0,NEG,1
느끼,1,0,1,0,0,0,NEG,1
느낌,5,0,0.2,0,0,0.8,POS,0.8
느낌,1,0,0,0,0,1,POS,1
느낌,2,0,0.5,0,0,0.5,NEG,0.5
느낌,1,0,1,0,0,0,NEG,1
느낌,1,0,0,0,0,1,POS,1
느낌,1,0,0,0,0,1,POS,1
느낌,1,0,0,0,0,1,POS,1
느낌,1,0,0,0,0,1,POS,1
느낌,1,0,0,0,0,1,POS,1
느냐,1,0,0,0,1,0,None,1
느냐고,2,0,0.5,0,0,0.5,NEG,0.5
느냐고,1,0,1,0,0,0,NEG,1
느냐고,1,0,1,0,0,0,NEG,1
느냐고,1,0,0,0,0,1,POS,1
느냐고,1,0,0,0,0,1,POS,1
느라,1,0,1,0,0,0,NEG,1
느라,1,0,1,0,0,0,NEG,1
느라,1,0,1,0,0,0,NEG,1
는*,1,0,1,0,0,0,NEG,1
는*,1,0,1,0,0,0,NEG,1
는*,1,0,1,0,0,0,NEG,1
는,140,0.042857143,0.4,0.064285714,0.107142857,0.385714286,NEG,0.4
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,32,0.0625,0.34375,0.03125,0.25,0.3125,NEG,0.34375
는,3,0,0.666666667,0,0.333333333,0,NEG,0.666666667
는,1,0,1,0,0,0,NEG,1
는,3,0,0.666666667,0,0,0.333333333,NEG,0.666666667
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,2,0,0.5,0,0,0.5,NEG,0.5
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,0,1,POS,1
는,5,0,0.2,0.2,0,0.6,POS,0.6
는,8,0,0.125,0,0.75,0.125,None,0.75
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,2,0,0.5,0.5,0,0,NEG,0.5
는,1,0,1,0,0,0,NEG,1
는,1,1,0,0,0,0,COMP,1
는,1,1,0,0,0,0,COMP,1
는,2,0,0.5,0,0,0.5,NEG,0.5
는,1,0,0,0,0,1,POS,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,0,1,POS,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,0,1,POS,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,3,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,1,0,0,NEUT,1
는,1,0,0,1,0,0,NEUT,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,2,0,0.5,0,0,0.5,NEG,0.5
는,2,0,0.5,0,0,0.5,NEG,0.5
는,1,0,0,1,0,0,NEUT,1
는,1,0,0,1,0,0,NEUT,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,2,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,1,0,None,1
는,3,0,0.333333333,0,0,0.666666667,POS,0.666666667
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,1,0,0,NEUT,1
는,1,0,0,1,0,0,NEUT,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,2,0,0,0,1,0,None,1
는,2,0,0,0,1,0,None,1
는,1,1,0,0,0,0,COMP,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,2,0,1,0,0,0,NEG,1
는,2,0,0.5,0,0,0.5,NEG,0.5
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,0,1,POS,1
는,2,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,1,0,0,0,NEG,1
는,2,0,0,0.5,0,0.5,NEUT,0.5
는,1,0,0,0,0,1,POS,1
는,2,0,0,0,0.5,0.5,None,0.5
는,2,0,0,0,0.5,0.5,None,0.5
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,1,0,0,NEUT,1
는,1,0,0,1,0,0,NEUT,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,1,0,0,0,0,COMP,1
는,1,1,0,0,0,0,COMP,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,4,0,0,0,0.25,0.75,POS,0.75
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,2,0,0,0,0.5,0.5,None,0.5
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,1,0,0,NEUT,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,3,0,0.333333333,0,0,0.666666667,POS,0.666666667
는,1,0,0,0,0,1,POS,1
는,2,0,0.5,0,0,0.5,NEG,0.5
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,1,0,0,0,0,COMP,1
는,1,1,0,0,0,0,COMP,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,1,0,None,1
는,1,0,0,0,1,0,None,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,63,0,0.507936508,0.095238095,0.079365079,0.317460317,NEG,0.507936508
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,1,0,0,NEUT,1
는,1,0,0,1,0,0,NEUT,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,1,0,0,NEUT,1
는,1,0,0,1,0,0,NEUT,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,1,0,0,NEUT,1
는,1,0,0,1,0,0,NEUT,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,4,0,0.75,0.25,0,0,NEG,0.75
는,4,0,0.75,0.25,0,0,NEG,0.75
는,3,0,0.666666667,0,0,0.333333333,NEG,0.666666667
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,2,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,8,0,0.5,0,0.125,0.375,NEG,0.5
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,0,1,POS,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,1,0,0,NEUT,1
는,1,0,0,1,0,0,NEUT,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,1,0,None,1
는,1,0,0,0,1,0,None,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는,1,0,1,0,0,0,NEG,1
는,1,0,1,0,0,0,NEG,1
는,1,0,0,1,0,0,NEUT,1
는,1,0,0,0,0,1,POS,1
는,1,0,0,0,0,1,POS,1
는가,1,0,0,0,1,0,None,1
는가,3,0,0,0,1,0,None,1
는다,2,0,0.5,0,0,0.5,NEG,0.5
는다,1,0,0,0,0,1,POS,1
는다,1,0,0,0,0,1,POS,1
는다,1,0,0,0,0,1,POS,1
는다는,1,0,0,0,0,1,POS,1
는다면,1,0,0,0,0,1,POS,1
는다면,1,0,0,0,0,1,POS,1
는다면,1,0,0,0,0,1,POS,1
는데,11,0,0.272727273,0.090909091,0.363636364,0.272727273,None,0.363636364
는데,1,0,0,0,1,0,None,1
는데,1,0,0,0,0,1,POS,1
는데,1,0,0,0,0,1,POS,1
는데,1,0,0,0,0,1,POS,1
는데,1,0,0,0,0,1,POS,1
는데,1,0,0,0,0,1,POS,1
는데,1,0,0,0,0,1,POS,1
는지,6,0,0.166666667,0.166666667,0.333333333,0.333333333,None,0.333333333
는지,1,0,0,0,1,0,None,1
는지,1,0,0,0,1,0,None,1
는지,1,0,0,0,0,1,POS,1
는지,1,0,0,0,0,1,POS,1
는지,1,0,0,1,0,0,NEUT,1
는지,1,0,0,1,0,0,NEUT,1
는지,1,0,1,0,0,0,NEG,1
는지,1,0,1,0,0,0,NEG,1
는지,1,0,0,0,0,1,POS,1
는지,1,0,0,0,0,1,POS,1
늘,5,0,0.2,0,0,0.8,POS,0.8
늘,1,0,1,0,0,0,NEG,1
늘,1,0,1,0,0,0,NEG,1
늘,1,0,0,0,0,1,POS,1
늘,1,0,0,0,0,1,POS,1
늘어나,1,0,0,0,0,1,POS,1
능력,1,0,0,0,0,1,POS,1
능력,1,0,0,0,0,1,POS,1
능력,1,0,0,0,0,1,POS,1
능숙,2,0,0.5,0,0,0.5,NEG,0.5
능숙,2,0,0.5,0,0,0.5,NEG,0.5
능숙,1,0,1,0,0,0,NEG,1
능욕,1,0,1,0,0,0,NEG,1
능욕,1,0,1,0,0,0,NEG,1
능욕,1,0,1,0,0,0,NEG,1
늦,1,0,1,0,0,0,NEG,1
늦,1,0,1,0,0,0,NEG,1
늦,1,0,1,0,0,0,NEG,1
늦추,2,0.5,0,0,0,0.5,COMP,0.5
늦추,1,1,0,0,0,0,COMP,1
늦추,1,1,0,0,0,0,COMP,1
늦추,1,0,0,0,0,1,POS,1
늦추,1,0,0,0,0,1,POS,1
니,3,0,0,0,0.666666667,0.333333333,None,0.666666667
니,1,0,1,0,0,0,NEG,1
니까,2,0,0,0,0.5,0.5,None,0.5
니까,1,0,0,0,0,1,POS,1
니까,1,0,0,0,0,1,POS,1
니까,2,0,0.5,0,0.5,0,NEG,0.5
님,2,0,1,0,0,0,NEG,1
님,2,0,1,0,0,0,NEG,1
님,2,0,1,0,0,0,NEG,1
다*,1,0,0,0,0,1,POS,1
다*,1,0,0,0,0,1,POS,1
다*,1,0,0,0,0,1,POS,1
다,14,0.142857143,0.5,0.142857143,0,0.214285714,NEG,0.5
다,1,0,0,1,0,0,NEUT,1
다,1,0,0,1,0,0,NEUT,1
다,1,0,0,0,0,1,POS,1
다,1,0,1,0,0,0,NEG,1
다,1,1,0,0,0,0,COMP,1
다,1,1,0,0,0,0,COMP,1
다,2,0,1,0,0,0,NEG,1
다,1,0,1,0,0,0,NEG,1
다,62,0,0.435483871,0.177419355,0.161290323,0.225806452,NEG,0.435483871
다,2,0,0,0,1,0,None,1
다,7,0,0,0,0.285714286,0.714285714,POS,0.714285714
다,1,0,0,0,0,1,POS,1
다,1,0,0,0,0,1,POS,1
다,1,0,0,0,1,0,None,1
다,1,0,0,0,1,0,None,1
다,1,0,0,0,1,0,None,1
다,1,0,0,0,1,0,None,1
다,1,0,0,0,0,1,POS,1
다,1,0,0,0,0,1,POS,1
다,3,0,0,0,0,1,POS,1
다가,4,0,0.5,0.5,0,0,NEG,0.5
다가,1,0,1,0,0,0,NEG,1
다가,1,0,1,0,0,0,NEG,1
다가,1,0,1,0,0,0,NEG,1
다가가,2,0,0,0,0,1,POS,1
다가가,1,0,0,0,0,1,POS,1
다가가,1,0,0,0,0,1,POS,1
다가오,3,0,0.333333333,0,0,0.666666667,POS,0.666666667
다각,1,0,0,0,0,1,POS,1
다각,1,0,0,0,0,1,POS,1
다각,1,0,0,0,0,1,POS,1
다각도,1,0,0,0,0,1,POS,1
다각도,1,0,0,0,0,1,POS,1
다각도,1,0,0,0,0,1,POS,1
다거나,1,0,0,0,1,0,None,1
다고,28,0,0.357142857,0.178571429,0.178571429,0.285714286,NEG,0.357142857
다고,1,0,1,0,0,0,NEG,1
다고,1,0,1,0,0,0,NEG,1
다고,1,0,0,1,0,0,NEUT,1
다고,1,0,0,1,0,0,NEUT,1
다고,3,0,0.666666667,0.333333333,0,0,NEG,0.666666667
다고,3,0,0.666666667,0.333333333,0,0,NEG,0.666666667
다고,1,0,0,1,0,0,NEUT,1
다고,1,0,0,1,0,0,NEUT,1
다고,1,0,0,0,0,1,POS,1
다고,1,0,1,0,0,0,NEG,1
다고,1,0,1,0,0,0,NEG,1
다고,1,0,0,0,0,1,POS,1
다고,1,0,0,0,0,1,POS,1
다고,1,0,1,0,0,0,NEG,1
다고,1,0,1,0,0,0,NEG,1
다고,1,0,1,0,0,0,NEG,1
다고,1,0,1,0,0,0,NEG,1
다고,1,0,0,0,0,1,POS,1
다고,1,0,0,0,0,1,POS,1
다고,1,0,0,0,0,1,POS,1
다고,1,0,1,0,0,0,NEG,1
다고,1,0,1,0,0,0,NEG,1
다고,1,0,0,1,0,0,NEUT,1
다고,1,0,0,1,0,0,NEUT,1
다고,1,0,1,0,0,0,NEG,1
다고,1,0,1,0,0,0,NEG,1
다고,1,0,0,0,0,1,POS,1
다고,1,0,0,0,0,1,POS,1
다고,8,0,0.125,0.125,0.5,0.25,None,0.5
다고,2,0,0,0,1,0,None,1
다고,1,0,0,0,1,0,None,1
다는,20,0,0.4,0.1,0.15,0.35,NEG,0.4
다는,1,0,0,0,0,1,POS,1
다는,1,0,0,0,0,1,POS,1
다는,4,0,0.25,0,0.5,0.25,None,0.5
다는,4,0,0.25,0,0.5,0.25,None,0.5
다는,1,0,0,0,0,1,POS,1
다는,1,0,0,0,0,1,POS,1
다는,1,0,0,0,0,1,POS,1
다는,1,0,0,0,0,1,POS,1
다는,1,0,0,0,0,1,POS,1
다는,1,0,0,0,0,1,POS,1
다는,2,0,0.5,0.5,0,0,NEG,0.5
다는,2,0,0.5,0.5,0,0,NEG,0.5
다는,1,0,0,0,0,1,POS,1
다는,1,0,0,0,0,1,POS,1
다는,1,0,1,0,0,0,NEG,1
다는,1,0,1,0,0,0,NEG,1
다는,1,0,1,0,0,0,NEG,1
다는,1,0,1,0,0,0,NEG,1
다는,1,0,1,0,0,0,NEG,1
다는,1,0,1,0,0,0,NEG,1
다는,1,0,0,0,1,0,None,1
다는,1,0,0,0,1,0,None,1
다는,1,0,1,0,0,0,NEG,1
다는,1,0,1,0,0,0,NEG,1
다는,1,0,1,0,0,0,NEG,1
다는,1,0,1,0,0,0,NEG,1
다는데,1,0,0,0,0,1,POS,1
다는데,1,0,0,0,0,1,POS,1
다는데,1,0,0,0,0,1,POS,1
다니,1,0,1,0,0,0,NEG,1
다르*,1,0,0,0,0,1,POS,1
다르*,1,0,0,0,0,1,POS,1
다르*,1,0,0,0,0,1,POS,1
다르,3,0,0.333333333,0.333333333,0,0.333333333,NEG,0.333333333
다르,1,0,0,1,0,0,NEUT,1
다르,1,0,0,1,0,0,NEUT,1
다르,1,0,0,0,0,1,POS,1
다르,1,0,0,0,0,1,POS,1
다르,1,0,1,0,0,0,NEG,1
다르,1,0,1,0,0,0,NEG,1
다른,6,0,0.333333333,0,0,0.666666667,POS,0.666666667
다른,1,0,1,0,0,0,NEG,1
다른,1,0,1,0,0,0,NEG,1
다른,1,0,0,0,0,1,POS,1
다른,1,0,0,0,0,1,POS,1
다른,1,0,0,0,0,1,POS,1
다른,1,0,0,0,0,1,POS,1
다른,2,0,0.5,0,0,0.5,NEG,0.5
다른,2,0,0.5,0,0,0.5,NEG,0.5
다른,1,0,0,0,0,1,POS,1
다른,1,0,0,0,0,1,POS,1
다리,1,0,1,0,0,0,NEG,1
다리,1,0,1,0,0,0,NEG,1
다리,1,0,1,0,0,0,NEG,1
